Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
28,Research & Development,Laboratory Technician,Male,2596,No,2,3,1,0,4,Yes,89.82,Yes,🔴 CRITICAL,LOW_SALARY | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
50,Sales,Sales Executive,Male,4728,Yes,3,3,0,0,3,Yes,75.06,Yes,🔴 CRITICAL,OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
33,Sales,Sales Executive,Female,4302,No,2,3,3,0,2,No,4.55,No,🟢 LOW,NONE,No immediate action required.,0
34,Research & Development,Research Scientist,Male,2979,No,4,3,0,0,2,No,5.77,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
48,Research & Development,Manager,Male,16885,No,4,2,5,2,0,No,4.84,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
45,Sales,Sales Executive,Female,5593,No,3,3,15,4,0,No,3.23,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
52,Research & Development,Healthcare Representative,Male,10445,No,2,3,8,4,2,No,7.75,No,🟡 MEDIUM,STAGNANT_CAREER | HIGH_JOB_HOPPER,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
38,Sales,Sales Executive,Male,8740,Yes,3,3,8,2,2,No,9.88,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
29,Research & Development,Research Scientist,Female,2514,No,4,3,7,1,1,No,5.8,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs.,2
28,Research & Development,Manufacturing Director,Female,7655,No,2,2,9,1,2,No,1.6,No,🟢 LOW,NONE,No immediate action required.,0
46,Sales,Manager,Male,17465,No,3,3,12,4,0,No,5.41,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
38,Sales,Sales Executive,Male,7351,No,2,3,1,0,3,No,15.07,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
43,Research & Development,Manufacturing Director,Female,10820,No,1,3,8,0,2,No,5.63,No,🟡 MEDIUM,BELOW_AVG_HIKE | LOW_JOB_SATISFACTION | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
39,Research & Development,Healthcare Representative,Male,12169,No,4,3,18,11,1,Yes,80.75,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | POOR_ENVIRONMENT | STAGNANT_CAREER | HIGH_JOB_HOPPER | ML_HIGH_RISK,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
40,Research & Development,Research Director,Male,19626,No,3,4,20,4,0,No,3.66,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
21,Research & Development,Research Scientist,Female,2070,Yes,2,4,2,2,6,No,27.5,No,🟠 HIGH,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,4
39,Research & Development,Laboratory Technician,Male,6782,No,2,2,5,0,2,No,6.28,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
36,Research & Development,Manufacturing Director,Male,7779,No,4,3,11,0,0,No,3.03,No,🟡 MEDIUM,POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NO_TRAINING,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 📚 Immediately enroll in skill-development programs; assign a learning budget.",3
31,Sales,Sales Representative,Male,2791,No,4,3,2,2,2,No,8.94,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
28,Research & Development,Research Scientist,Male,3201,No,2,1,5,0,4,No,15.8,No,🟡 MEDIUM,POOR_WLB | POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",3
35,Sales,Sales Executive,Male,4968,No,4,3,5,0,0,No,1.48,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
49,Sales,Sales Executive,Male,13120,No,2,3,9,2,2,No,8.06,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
34,Research & Development,Manufacturing Director,Male,4033,No,3,2,3,0,0,No,2.71,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
29,Research & Development,Research Scientist,Female,3291,No,2,2,7,1,2,No,4.81,No,🟢 LOW,NONE,No immediate action required.,0
42,Research & Development,Laboratory Technician,Male,4272,No,4,3,1,0,1,No,13.04,No,🟡 MEDIUM,POOR_RELATIONSHIPS | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK,🤝 Facilitate team-building activities and peer mentoring programs. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
29,Research & Development,Manufacturing Director,Male,5056,Yes,4,2,10,1,2,No,8.17,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
38,Human Resources,Human Resources,Male,2844,No,3,4,7,5,1,No,6.22,No,🟡 MEDIUM,LOW_SALARY | STAGNANT_CAREER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
28,Research & Development,Research Scientist,Male,2703,Yes,3,3,3,0,3,No,11.57,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,2
18,Research & Development,Laboratory Technician,Male,1904,No,3,3,0,0,2,Yes,86.97,Yes,🔴 CRITICAL,LOW_SALARY | NO_TRAINING | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
33,Sales,Sales Executive,Female,8224,Yes,1,3,5,0,4,Yes,83.7,Yes,🔴 CRITICAL,OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | ML_HIGH_RISK,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
41,Research & Development,Laboratory Technician,Male,4766,Yes,4,3,1,0,3,No,11.56,No,🟠 HIGH,BELOW_AVG_HIKE | OVERTIME_STRESS | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,4
31,Research & Development,Laboratory Technician,Male,2610,No,3,2,2,2,2,Yes,86.02,Yes,🔴 CRITICAL,LOW_SALARY | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
37,Research & Development,Healthcare Representative,Female,5731,No,4,3,6,1,0,No,4.65,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
27,Research & Development,Research Scientist,Male,2539,No,3,3,4,2,1,No,5.07,No,🟡 MEDIUM,LOW_SALARY | NO_TRAINING,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📚 Immediately enroll in skill-development programs; assign a learning budget.,2
34,Sales,Sales Executive,Female,5714,No,3,2,6,1,0,No,4.05,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
35,Human Resources,Human Resources,Male,4323,No,3,1,5,1,2,No,6.2,No,🟢 LOW,POOR_WLB,🏡 Introduce flexible/remote work options and mandatory wellness days.,1
29,Sales,Sales Executive,Female,7336,No,1,1,11,3,4,Yes,81.74,Yes,🔴 CRITICAL,POOR_WLB | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | ML_HIGH_RISK,🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
40,Research & Development,Research Director,Female,13499,No,3,2,18,2,0,No,2.62,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
42,Sales,Sales Executive,Male,13758,Yes,1,2,21,13,5,Yes,86.91,Yes,🔴 CRITICAL,OVERTIME_STRESS | LOW_JOB_SATISFACTION | STAGNANT_CAREER | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
42,Sales,Sales Executive,Male,5155,No,1,4,6,1,2,No,8.88,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
35,Research & Development,Laboratory Technician,Male,2258,No,3,3,8,1,1,No,3.21,No,🟡 MEDIUM,LOW_SALARY | HIGH_JOB_HOPPER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
24,Research & Development,Laboratory Technician,Male,3597,No,2,3,4,1,2,No,13.94,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
28,Research & Development,Laboratory Technician,Female,2515,Yes,4,2,1,0,4,Yes,90.1,Yes,🔴 CRITICAL,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
26,Research & Development,Laboratory Technician,Male,4420,No,4,3,8,0,0,No,5.06,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
30,Sales,Sales Executive,Male,6578,No,3,3,10,1,0,No,7.15,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
40,Research & Development,Research Scientist,Female,4422,Yes,4,1,1,0,5,No,20.79,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_WLB | NEW_HIRE_FLIGHT_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
35,Research & Development,Manufacturing Director,Male,10274,No,2,4,7,6,3,No,3.96,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
34,Research & Development,Healthcare Representative,Male,5343,No,1,3,13,4,2,No,5.66,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
35,Research & Development,Laboratory Technician,Male,2376,No,4,4,2,2,2,No,10.08,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
43,Sales,Sales Executive,Female,5346,No,3,2,4,1,0,Yes,79.54,Yes,🔴 CRITICAL,POOR_ENVIRONMENT | LOW_INVOLVEMENT | HIGH_JOB_HOPPER | ML_HIGH_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
32,Sales,Sales Representative,Female,2827,No,1,3,1,0,4,No,18.21,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
56,Research & Development,Manager,Female,19943,No,1,3,5,4,2,No,6.96,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
29,Research & Development,Laboratory Technician,Female,3131,No,4,3,10,0,0,No,5.41,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
19,Research & Development,Research Scientist,Male,2552,No,1,3,1,0,4,No,28.94,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
45,Research & Development,Research Scientist,Female,4477,Yes,3,2,3,0,2,No,7.94,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
37,Research & Development,Manufacturing Director,Female,6474,No,4,2,14,3,0,No,1.21,No,🟢 LOW,NONE,No immediate action required.,0
20,Research & Development,Laboratory Technician,Male,3033,No,3,2,2,1,1,No,13.09,No,🟡 MEDIUM,POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",3
44,Research & Development,Research Scientist,Male,2936,Yes,3,3,6,0,3,Yes,77.33,Yes,🔴 CRITICAL,LOW_SALARY | BELOW_AVG_HIKE | OVERTIME_STRESS | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
